场站名称,省份,市区,区/县,详细地址,负责人,设备MAC地址,设备ICCID,设备场站序号,vpnIP,产品型号
花都东华站,广东省,广州市,花都区,广东省广州市花都区花山镇东华路2号,潘源森,f6:54:0e:65:c1:cf," 898608331924D0856632",3号桩,168.55.2.86,160kw/1-4
花都东华站,广东省,广州市,花都区,广东省广州市花都区花山镇东华路2号,潘源森,a2:9b:b1:02:c7:00," 89860440192390023725",1号桩,168.55.6.40,160kw/1-4
宿迁市宿城区项里街道金桂园,江苏省,宿迁市,宿城区,项里街道金桂园3幢;青年路与大连路路口东291米,刘召美,66:83:3c:cd:ff:1d," 898608331924D0853966",1号桩,168.55.3.96,160kw/1-4
特来电泾阳县中张镇快充站,陕西省,咸阳市,,陕西咸阳,李一睿,da:aa:f9:be:c6:03," 89860440192390023481",1号桩,168.55.0.171,160kw/1-4
公牛河南郑州巩义芝田南石村充电站,河南省,郑州市,巩义市,巩义市人民东路与希望路交叉口东北220米,姬铭阳,42:4d:d0:95:c9:55," 898608331924D0857434",1号桩,168.55.0.211,160kw/1-4
公牛河南洛阳叫河镇天河大峡谷阳关超充站,河南省,洛阳市,洛龙区,河南洛阳叫河镇天河大峡谷阳关超充站,姬铭阳,d6:d5:a0:8c:49:66," 898607B11924C0334172",1号桩,168.55.6.103,160kw/1-4
睿趣谷大农业超充站,湖北省,襄阳市,襄城区,茨河镇白龙大道207号茨河车站,何东山,de:50:e1:f9:91:0c," 89860440192390023484",1号桩,168.55.1.133,160kw/1-4
鑫禹月新能源充电站,江苏省,宿迁市,沭阳县,吴涧公路与沭李线交叉口,刘召美,aa:18:33:2a:86:93," 89860440192390023631",1号桩,168.55.6.27,160kw/1-4
天长天扬饭店充电站,安徽省,滁州市,天长市,S204与港口路交叉口东南方向161米左右帮和经营部,周超,4e:aa:d5:d4:ab:e7," 898608331924D0854721",1号桩,168.55.4.239,160kw/1-4
宾阳黎塘镇领充充电站,广西壮族自治区,南宁市,宾阳县,宾阳县黎塘镇,蓝汝唯,72:d4:64:58:56:ad," 898608331924D0854538",1号桩,168.55.0.195,160kw/1-4
绍兴诸暨细马山下湖镇长乐村停车场充电站,浙江省,绍兴市,诸暨市,凤山路29号,向晓东,96:a0:18:58:ff:aa," 898608331924D0855108",1号桩,168.55.1.246,160kw/1-4
镇原县孟坝镇公牛充电站,甘肃省,庆阳市,镇原县,孟坝镇S512孟坝村民委员会,赵家良,76:cf:da:fd:69:5a," 898607B11924C0335473",1号桩,168.55.5.174,160kw/1-4
舟山岑港街道充电站,浙江省,舟山市,定海区,岑港街道321省道,向晓东,3e:11:a5:a9:55:2a,,2号桩,168.55.1.127,160kw/1-4
桂林学院公牛充电站,广西壮族自治区,桂林市,雁山区,广西桂林市雁山区金色家园南侧,蓝汝唯,c2:d6:fc:fc:6b:c0," 898607B11924C0335390",1号桩,168.55.4.128,160kw/1-4
嘉兴海盐纽扬公司充电站,浙江省,嘉兴市,海盐县,嘉兴海盐纽扬公司充电站,包拯,3a:99:fc:ab:d4:67," 898607B11924C0338988",1号桩,168.55.4.119,160kw/1-4
逢缘物流充电站（工业园）,内蒙古自治区,阿拉善盟,阿拉善左旗,阿拉善盟逢缘物流有限公司,梁燕波,ce:30:a5:99:0b:6e," 898607B11924C0337020",1号桩,168.55.0.241,400kw
逢缘物流充电站（工业园）,内蒙古自治区,阿拉善盟,阿拉善左旗,阿拉善盟逢缘物流有限公司,梁燕波,da:c0:22:53:13:e6," 898607B11924C0334388",2号桩,168.55.0.181,400kw
逢缘物流充电站（工业园）,内蒙古自治区,阿拉善盟,阿拉善左旗,阿拉善盟逢缘物流有限公司,梁燕波,96:ad:f9:e6:38:2e," 898607B11924C0337023",3号桩,168.55.0.229,400kw
逢缘物流充电站（工业园）,内蒙古自治区,阿拉善盟,阿拉善左旗,阿拉善盟逢缘物流有限公司,梁燕波,52:cb:01:dc:63:95," 898607B11924C0337019",4号桩,168.55.2.64,400kw
逢缘物流充电站（工业园）,内蒙古自治区,阿拉善盟,阿拉善左旗,阿拉善盟逢缘物流有限公司,梁燕波,f2:d9:99:c0:fc:a7," 898607B11924C0337018",6号桩,168.55.5.47,400kw
逢缘物流充电站（工业园）,内蒙古自治区,阿拉善盟,阿拉善左旗,阿拉善盟逢缘物流有限公司,梁燕波,12:d4:fc:f6:3f:3f," 898607B11924C0334677",5号桩,168.55.4.71,400kw
简新大道充电站,四川省,德阳市,罗江区,简新大道北路,杨明,6e:60:ab:55:cd:d3," 898604F7192392293307",1号桩,168.55.3.189,160kw/1-4
乐怡新能源充电站,浙江省,台州市,温岭市,温岭市泽国镇泽国上汇头延泰汽修旁边,谢小刚,2e:23:33:c7:71:58," 898604F7192392295870",1号桩,168.55.0.143,160kw/1-4
舟山龙潭村充电站,浙江省,舟山市,定海区,干览镇天籁路,向晓东,4a:94:c1:21:e1:b5," 898608331924D0854442",1号桩,168.55.1.108,160kw/1-4
公牛充电桩黄骅站,河北省,沧州市,,黄骅市黄骅镇黄骅兄弟海鲜(新海西路店)黄骅站,张立波,f2:d0:ab:ff:a9:8d," 898604F7192392293352",1号桩,168.55.5.128,160kw/1-4
孙巷120kw快充站,江苏省,宿迁市,沭阳县,孙巷二期北门,刘召美,3a:b7:5d:c1:1f:a5," 898604F7192392295891",1号桩,168.55.2.251,120kw
六鼎新材料充电站,江西省,上饶市,弋阳县,江西六鼎新材料有限公司,王渊,8e:d6:18:e0:3c:54," 898608331924D0854455",1号桩,168.55.0.187,120kw
公牛河南驻马店汝南南海汽车城公牛超充,河南省,驻马店市,汝南县,河南省驻马店市汝南县南海大道南海禅寺东100米路南南海汽车城院内,姬铭阳,3a:65:1a:4c:e0:6a," 898608331924D0854330",1号桩,168.55.5.189,160kw/1-4
公牛河南省洛阳市汉屯路直流充电站,河南省,洛阳市,西工区,河南省洛阳市汉屯路直流充电站1,姬铭阳,b2:74:e4:d5:d2:a8," 898607B11924C0334161",1号桩,168.55.1.101,160kw/1-4
公牛河南省洛阳市汉屯路直流充电站,河南省,洛阳市,西工区,河南省洛阳市汉屯路直流充电站1,姬铭阳,ae:d1:d7:d5:6d:ad," 898607B11924C0334165",2号桩,168.55.2.118,160kw/1-4
公牛河南洛阳嵩县木札岭公牛快充站,河南省,洛阳市,嵩县,河南洛阳嵩县木札岭公牛快充站,姬铭阳,3a:0a:19:b4:9a:28," 898607B11924C0334830",1号桩,168.55.2.177,160kw/1-4
宁夏宁东华晟节能环保科技有限公司充电站,宁夏回族自治区,银川市,灵武市,宁夏回族自治区银川市灵武市国能南路与平安大道北段交叉口东南方向79米左右,赵家良,52:22:96:2d:00:c0," 898608331924D0856741",1号桩,168.55.2.95,400kw
山东聊城丰博智能充电站,山东省,聊城市,东昌府区,山东,王祥宇,5a:63:36:4c:f8:7f," 898607B11924C0338150",1号桩,168.55.0.152,160kw/1-4
悦充达盐都盐塘家园小区幼儿园充电站,江苏省,盐城市,,盐渎街道盐城市海阔路幼儿园盐塘家园,殷昊,8e:d3:d2:59:cc:1a," 898608331924D0858310",1号桩,168.55.2.60,160kw/1-4
广州平沙松园充电站,广东省,广州市,白云区,广东省广州市白云区平沙松园南五巷,潘源森,06:a6:93:b9:ab:4e," 898608331924D0854400",1号桩,168.55.0.156,160kw/1-4
德尔瑞环保快充站,江苏省,常州市,武进区,雪堰镇江苏德尔瑞环保有限公司,赖钟城,0e:e5:c0:93:fe:3f," 898608331924D0854438",1号桩,168.55.2.169,160kw/1-4
福州华丰贺氏烘焙中心站,福建省,福州市,马尾区,华丰贺氏烘焙中心,陈渊杰,2a:22:25:1f:70:18," 898607B11924C0334096",1号桩,168.55.6.97,160kw/1-4
临潼区北田乡街道月掌村充电站,陕西省,西安市,临潼区,临潼区北田乡街道月掌村充电站,杜祥,fe:d3:d5:6d:53:e9," 898607B11924C0334094",1号桩,168.55.2.99,160kw/1-4
秦皇岛乐行奥体街赛事服务基地新能源充电站,河北省,秦皇岛市,海港区,乐行奥体街赛事服务基地新能源充电站,张立波,c2:b2:e0:74:c5:00," 898608331924D0855048",1号桩,168.55.1.224,160kw/1-4
明澜出行宝鸡知味轩饭庄星衡充电站,陕西省,宝鸡市,渭滨区,陕西省宝鸡市明澜出行宝鸡知味轩饭庄星衡充电站,李一睿,7a:c3:b3:e0:81:cb," 898607B11924C0334959",1号桩,168.55.1.183,160kw/1-4
江苏杰震建设科技有限公司充电站,江苏省,连云港市,赣榆区,赣马镇柳湖村S242附近江苏杰震建设科技有限公司,,3e:9d:f0:c9:ce:fe," 898604F7192392295352",1号桩,168.55.1.32,320kw
昊成生活广场充电站,河北省,张家口市,沽源县,昊成生活广场充电站,,22:5e:b4:fe:e5:30," 898607B11924C0333675",1号桩,168.55.0.51,120kw
昊成生活广场充电站,河北省,张家口市,沽源县,昊成生活广场充电站,,42:01:8e:e0:a6:e5," 898607B11924C0333670",2号桩,168.55.3.74,120kw
昊成生活广场充电站,河北省,张家口市,沽源县,昊成生活广场充电站,,12:e0:8f:fc:b5:6e," 898608331924D0856894",3号桩,168.55.1.195,120kw
双龙能源加油甲醇充电站,陕西省,渭南市,蒲城县,荆姚镇高速出口向北800米,赵友鑫,72:9b:f1:39:1b:7f," 89860440192390023476",1号桩,168.55.5.116,160kw/1-4
明澜出行东关星衡充电站,陕西省,宝鸡市,陈仓区,西宝中线金森制药厂门口,李一睿,12:ed:48:54:b6:b6," 898608331924D0853948",0号桩,168.55.1.0,160kw/1-4
山东临沂蒙阴临沂蒙阴县太保庄充电站,山东省,临沂市,蒙阴县,山东省临沂市蒙阴县蒙阴经济开发区管委会对面沿街,王祥宇,56:8c:61:9b:fb:95," 89860440192390023609",12345号桩,168.55.1.221,160kw/1-4
昆西超级充电站,云南省,昆明市,西山区,石咀地铁站,尹文泽,2a:0b:92:fc:94:5e," 898607B11924C0333606",1号桩,168.55.5.162,160kw/1-4
桂林市秀峰区政府快充站,广西壮族自治区,桂林市,秀峰区,政府快充站,蓝汝唯,e2:9b:66:c6:f3:ff," 898608331924D0857483",1号桩,168.55.0.160,160kw/1-4
山东省泰安市东方宾馆充电站,山东省,泰安市,东平县,东方宾馆,王祥宇,6a:e5:4e:25:6a:e5," 898608331924D0857515",1号桩,168.55.4.225,160kw/1-4
南天湖假日酒店站,重庆市,县,丰都县,仙女湖镇澜天湖大道澜天湖六号63幢,潘琪,66:25:f8:b7:87:1b," 898604F7192392295911",1号桩,168.55.1.229,160kw/1-4
颍上县八里河镇邵圩公牛充电站,安徽省,阜阳市,颍上县,八里河镇邵圩加油站,周超,52:2a:a7:f7:06:8f," 898608331924D0855034",1号桩,168.55.3.29,160kw/1-4
公牛河南商丘民权四季名厨公牛快充站,河南省,商丘市,民权县,河南商丘民权四季名厨公牛快充站,姬铭阳,b2:27:71:78:ff:1c," 898607B11924C0334934",1号桩,168.55.1.27,160kw/1-4
山东省日照市东港区将帅沟云快充,山东省,日照市,东港区,山东省日照市东港区城西将帅沟,王祥宇,0a:f7:5a:95:cd:aa," 89860440192390023464",1号桩,168.55.3.54,160kw/1-4
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,8e:7c:5e:b3:32:1f," 898608331924D0857487",10号桩,168.55.0.69,320kw
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,5e:48:a5:56:ad:6d," 898604F7192392295813",9号桩,168.55.3.22,320kw
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,ea:83:87:9d:4a:87," 898604F7192392293727",6号桩,168.55.5.98,320kw
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,6e:ae:e3:e0:6d:2e," 898604F7192392293728",3号桩,168.55.4.213,320kw
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,4a:fc:54:32:bb:3c," 898604F7192392293733",8号桩,168.55.5.71,320kw
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,b2:ad:49:06:ae:67," 898604F7192392293361",2号桩,168.55.5.136,320kw
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,3a:45:a4:93:cd:e1," 898604F7192392293360",7号桩,168.55.5.157,320kw
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,b2:b3:4c:d7:f6:b6," 898604F7192392293730",1号桩,168.55.5.163,320kw
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,82:e3:3c:03:9c:56," 898604F7192392293729",4号桩,168.55.5.165,320kw
中国铁塔聊城市冠县闫营重卡充电站,山东省,青岛市,黄岛区,泊里镇董家口木材市场,王祥宇,c6:3b:67:6b:ab:55," 898604F7192392293732",5号桩,168.55.4.124,320kw
何厝安置房西区充电站厦门,福建省,厦门市,思明区,半屏山路何厝小学北侧约80米,陈渊杰,ca:de:56:da:7e:55," 898608331924D0857527",1号桩,168.55.3.192,160kw/1-4
欣汇新能源木乃河充电站,云南省,普洱市,,木乃河工业园区金华大桥旁,雷野,82:d6:22:80:ce:f9," 89860440192390022594",1号桩,168.55.0.45,400kw
欣汇新能源木乃河充电站,云南省,普洱市,,木乃河工业园区金华大桥旁,雷野,e2:15:c3:79:26:85," 89860440192390023637",8号桩,168.55.6.96,400kw
欣汇新能源木乃河充电站,云南省,普洱市,,木乃河工业园区金华大桥旁,雷野,fa:db:17:76:63:ad," 89860440192390023636",7号桩,168.55.1.117,400kw
欣汇新能源木乃河充电站,云南省,普洱市,,木乃河工业园区金华大桥旁,雷野,9a:c3:4a:6b:a9:98," 89860440192390023532",3号桩,168.55.6.56,400kw
欣汇新能源木乃河充电站,云南省,普洱市,,木乃河工业园区金华大桥旁,雷野,1a:5e:dc:e4:4a:ed," 89860440192390022580",4号桩,168.55.1.4,400kw
欣汇新能源木乃河充电站,云南省,普洱市,,木乃河工业园区金华大桥旁,雷野,f6:7d:d8:55:f8:fe," 89860440192390022581",2号桩,168.55.1.33,400kw
欣汇新能源木乃河充电站,云南省,普洱市,,木乃河工业园区金华大桥旁,雷野,ca:cf:65:6c:d3:1a," 89860440192390023638",9号桩,168.55.5.159,400kw
淮北五沟万家宾馆,安徽省,淮北市,濉溪县,五沟镇新街先锋路133号,周超,6a:e8:fa:a6:55:dd," 898608331924D0856899",0号桩,168.55.0.176,160kw/1-4
岳阳县久乐陶瓷充电站,湖南省,岳阳市,岳阳县,S310,成志宏,36:f1:4a:aa:9f:00," 898608331924D0856224",2号桩,168.55.4.212,400kw
岳阳县久乐陶瓷充电站,湖南省,岳阳市,岳阳县,S310,成志宏,c6:ab:cc:55:f5:39," 898607B11924C0333655",1号桩,168.55.3.172,400kw
宁东镇政府快充站,宁夏回族自治区,银川市,永宁县,宁东镇政府快充站,赵家良,66:d2:24:95:93:e9," 898608331924D0854167",1号桩,168.55.5.173,160kw/1-4
中安共创河南郑州上街欧凯龙广场充电站,河南省,郑州市,上街区,河南郑州上街欧凯龙广场停车场,姬铭阳,5a:c8:c7:ce:c8:9b," 898608331924D0853988",1号桩,168.55.4.72,160kw/1-4
欣光新市栎林村快充站,浙江省,湖州市,德清县,栎林村文化礼堂,谢小刚,46:8d:b0:a9:26:26," 898604F7192392293355",1号桩,168.55.1.35,160kw/1-4
惠民县红太阳商务宾馆充电站,山东省,滨州市,惠民县,红太阳商务宾馆,王祥宇,e2:a3:2e:71:cf:e3," 89860440192390023488",1221号桩,168.55.2.152,160kw/1-4
河北省石家庄市灵寿县同下村特能省同下快充站,河北省,石家庄市,灵寿县,同下村口,张立波,72:6d:e4:2d:33:7c," 898608331924D0854329",1号桩,168.55.0.106,160kw/1-4
韩村福源面馆充电站,陕西省,西安市,鄠邑区,蒋村街道韩村福源面馆,李一睿,46:3b:32:2b:cb:fd," 898608331924D0854100",1号桩,168.55.4.208,120kw
三亚方舱医院充电站,海南省,三亚市,天涯区,三亚市方舱医院,符焕相,56:c5:bc:92:b5:6a," 898607B11924C0334182",1号桩,168.55.2.158,160kw/1-4
三亚方舱医院充电站,海南省,三亚市,天涯区,三亚市方舱医院,符焕相,fa:d0:4e:60:db:1e," 898607B11924C0333671",2号桩,168.55.0.147,160kw/1-4
新兴栈绵阳建筑公司充电站,四川省,绵阳市,涪城区,四川省绵阳市涪城区磨家镇园包山;G5京昆高速绵兴西路出口与G5京昆高速路口西南376米,王黎,4e:2a:95:1c:df:09," 898608331924D0856923",2号桩,168.55.5.204,320kw
新兴栈绵阳建筑公司充电站,四川省,绵阳市,涪城区,四川省绵阳市涪城区磨家镇园包山;G5京昆高速绵兴西路出口与G5京昆高速路口西南376米,王黎,62:b0:54:d5:58:0a," 898608331924D0855935",1号桩,168.55.3.135,320kw
新兴栈绵阳建筑公司充电站,四川省,绵阳市,涪城区,四川省绵阳市涪城区磨家镇园包山;G5京昆高速绵兴西路出口与G5京昆高速路口西南376米,王黎,3a:2b:e5:ad:99:61," 898608331924D0855937",4号桩,168.55.3.226,320kw
龙电充电站,吉林省,吉林市,永吉县,龙电充电站,赵世震,a2:da:66:b9:1b:fa," 898607B11924C0333901",1号桩,168.55.4.5,160kw
山东省临沂市锦泰公牛莒南道口站,山东省,临沂市,莒南县,锦泰公牛莒南道口站,王祥宇,36:f4:5a:b0:8e:b5," 89860440192390023734",1号桩,168.55.4.248,160kw/1-4
河南省濮阳市军张水厂公牛充电站,河南省,濮阳市,,军张水厂公牛充电站,姬铭阳,8e:1f:2b:fe:9a:8b," 898608331924D0855030",0号桩,168.55.1.146,160kw/1-4
云南大理漾濞平坡龙箐湾重卡充电站（铁塔）,云南省,大理白族自治州,漾濞彝族自治县,平坡镇龙箐湾（G215旁）龙箐一家人对面,尹文泽,a6:84:3d:3f:67:f9," 898608331924D0855902",2号桩,168.55.5.66,400kw
云南大理漾濞平坡龙箐湾重卡充电站（铁塔）,云南省,大理白族自治州,漾濞彝族自治县,平坡镇龙箐湾（G215旁）龙箐一家人对面,尹文泽,6a:5f:9d:f6:db:2c," 898608331924D0855912",3号桩,168.55.0.96,400kw
云南大理漾濞平坡龙箐湾重卡充电站（铁塔）,云南省,大理白族自治州,漾濞彝族自治县,平坡镇龙箐湾（G215旁）龙箐一家人对面,尹文泽,6e:da:cb:00:03:a1," 898608331924D0855904",4号桩,168.55.2.81,400kw
云南大理漾濞平坡龙箐湾重卡充电站（铁塔）,云南省,大理白族自治州,漾濞彝族自治县,平坡镇龙箐湾（G215旁）龙箐一家人对面,尹文泽,e2:6d:23:fe:0c:cf," 898608331924D0854860",5号桩,168.55.1.62,320kw
云南大理漾濞平坡龙箐湾重卡充电站（铁塔）,云南省,大理白族自治州,漾濞彝族自治县,平坡镇龙箐湾（G215旁）龙箐一家人对面,尹文泽,1a:4f:5a:a5:37:0c," 89860423192180112559",1号桩,168.55.5.140,400kw
鄱阳云快充站,江西省,上饶市,鄱阳县,鄱阳镇,王渊,f6:66:74:bf:f1:e7," 898607B11924C0337958",1号桩,168.55.2.32,160kw/1-4
宝贤村领充充电站,广西壮族自治区,崇左市,大新县,宝贤村村委,蓝汝唯,7e:24:e3:3e:90:30," 89860440192390023728",1号桩,168.55.5.242,160kw/1-4
饭点充电人才公寓超充站,江苏省,盐城市,大丰区,人才公寓,刘召美,3a:cb:aa:4a:d5:cd," 89860440192390023478",1号桩,168.55.4.106,160kw/1-4
台州市温岭市乐怡（江厦充电站）,浙江省,台州市,温岭市,台州市温岭市乐怡（江厦充电站）,谢小刚,ea:05:d8:3f:2a:49," 898607B11924C0335423",1号桩,168.55.3.207,160kw/1-4
亿事达三号充电站,新疆维吾尔自治区,昌吉回族自治州,昌吉市,新疆维吾尔自治区昌吉回族自治州昌吉市新疆昌吉国家农业科技园区红旗东路海棠公馆3期,赵民章,ce:b2:1b:00:a4:2d," 898608331924D0855127",1号桩,168.55.4.67,160kw/1-4
临海中南珑悦充电站,浙江省,台州市,临海市,台州市临海市中南珑悦充电站,向晓东,02:52:6f:55:d9:93," 898607B11924C0334190",1号桩,168.55.0.19,160kw/1-4
睿趣谷城茶庵超充站,湖北省,襄阳市,谷城县,城关镇303省道谷城县烈士陵园,何东山,a6:a4:2c:36:ec:50," 898604251024C0012895",1号桩,168.55.5.195,160kw/1-4
临海头门社区充电站,浙江省,台州市,临海市,临海市上盘镇康居路49号,谢小刚,ae:07:36:98:2c:47," 898604F7192392295872",1号桩,168.55.3.58,160kw/1-4
云南怒江泸水新城区雪山路充电站,云南省,怒江傈僳族自治州,泸水市,雪山路266号（铁塔分公司）,雷野,52:f1:a3:5f:39:c0," 898604F7192392295951",4号桩,168.55.3.123,160kw
云南怒江泸水新城区雪山路充电站,云南省,怒江傈僳族自治州,泸水市,雪山路266号（铁塔分公司）,雷野,b6:2e:f8:4a:36:52," 898604F7192392295952",1号桩,168.55.4.37,160kw
云南怒江泸水新城区雪山路充电站,云南省,怒江傈僳族自治州,泸水市,雪山路266号（铁塔分公司）,雷野,2a:7b:9d:e0:ce:e0," 898604F7192392295862",3号桩,168.55.1.199,160kw
云南怒江泸水新城区雪山路充电站,云南省,怒江傈僳族自治州,泸水市,雪山路266号（铁塔分公司）,雷野,be:8f:4a:aa:9e:db," 898604F7192392293358",2号桩,168.55.1.176,160kw
咸阳市秦都区双照街道南北一号路充电站,陕西省,宝鸡市,陈仓区,陕西省咸阳市秦都区双照街道南北一号路:312国道与南北一号路路口西南62米,李一睿,16:bf:67:2b:da:f9," 898608331924D0854520",1号桩,168.55.2.254,120kw
颜集社区充电站,江苏省,宿迁市,沭阳县,颜集镇颜集社区充电站,刘召美,be:14:44:58:1f:63," 898608331924D0853967",1号桩,168.55.2.165,160kw/1-4
阜南县柳沟镇黄土园充电站,安徽省,阜阳市,阜南县,柳沟镇后李桥Y045,周超,5e:18:12:1b:c0:00," 898608331924D0856895",1号桩,168.55.0.242,160kw/1-4
红河泸西领充超充站,云南省,红河哈尼族彝族自治州,泸西县,泸西县千红塑制造品场,尹文泽,7e:8b:7b:18:96:f2," 898607B11924C0333619",1号桩,168.55.5.180,160kw
红河泸西领充超充站,云南省,红河哈尼族彝族自治州,泸西县,泸西县千红塑制造品场,尹文泽,4a:54:68:6a:93:95," 898607B11924C0334996",2号桩,168.55.1.59,160kw
江苏联阳纺织科技有限公司(吴江路),江苏省,苏州市,吴江区,江苏联阳纺织科技有限公司(吴江路),赖钟城,7e:1f:62:6a:9b:8a," 898608331924D0856874",1号桩,168.55.3.26,320kw
海盐领充新能源汽车充电站,浙江省,嘉兴市,海盐县,嘉兴领充创享新能源科技有限公司,谢小刚,22:b0:9c:a9:52:ca," 89860440192390023534",1号桩,168.55.2.247,120kw
海盐领充新能源汽车充电站,浙江省,嘉兴市,海盐县,嘉兴领充创享新能源科技有限公司,谢小刚,1a:1a:b5:1f:4a:d5," 89860440192390023489",1号桩,168.55.1.55,160kw/1-4
合浦祥兴宾馆公牛充电站,广西壮族自治区,北海市,合浦县,北海市合浦县廉州大道19号(老祥兴餐厅旁),蓝汝唯,4a:57:9d:54:aa:76," 898608331924D0857503",1号桩,168.55.4.98,160kw/1-4
扬能捷充1912锦峰停车场汽车充电站,江苏省,扬州市,广陵区,南通东路1912锦峰停车场,殷昊,8a:3c:d3:1d:65:55," 898608331924D0853984",1号桩,168.55.6.48,160kw/1-4
陕西春晖物流商洛喜达充电站,陕西省,商洛市,,商州君威电商物流中心,赵友鑫,82:88:1e:b1:d8:00," 898608411924D1249490",11号桩,168.55.2.124,400kw
英德市光明村充电站,广东省,清远市,英德市,广东省清远市英德市石灰铺镇光明村委周屋路口,王才纲,46:10:cb:5a:37:fd," 898608331924D0854971",1号桩,168.55.2.250,160kw/1-4
润丰达湖滨街与永康巷口充电站,宁夏回族自治区,银川市,兴庆区,宁夏回族自治区银川市兴庆区玉皇阁北街街道永康北巷168号银河家园,解洪宽,42:15:e5:c1:94:86," 898608411924D1249459",1号桩,168.55.2.52,160kw/1-4
虹桥艾欣超市充电站,河北省,秦皇岛市,昌黎县,虹桥艾欣超市,刘俊伟,f2:31:5f:30:fe:de," 898608331924D0854943",1号桩,168.55.1.79,160kw/1-4
宁夏益德盐池新大地环保充电站,宁夏回族自治区,吴忠市,盐池县,新大地环保科技有限公司,赵家良,92:c8:ba:c2:86:d6," 898608331924D0856087",1号桩,168.55.0.191,400kw
宁夏益德盐池新大地环保充电站,宁夏回族自治区,吴忠市,盐池县,新大地环保科技有限公司,赵家良,82:7f:8b:a8:a6:6c," 898607B11924C0338079",2号桩,168.55.5.255,400kw
安州区秀水充电站,四川省,绵阳市,安州区,秀水镇五星村,王黎,3e:2e:39:b6:a0:a4," 89860440192390023482",1号桩,168.55.2.93,320kw
云居商贸中心小区快充站,浙江省,嘉兴市,海盐县,海盐县百步商贸中心2期,包拯,6a:fc:c3:5f:ff:66," 898604F7192392295559",0号桩,168.55.1.93,160kw/1-4
磨寨酒店充电站,重庆市,重庆郊县,彭水苗族土家族自治县,重庆重庆市彭水苗族土家族自治县画廊路224号乌江画廊康养度假酒店停车场内,鲜游,fe:08:a9:75:31:53," 898607B11924C0338208",1号桩,168.55.0.201,160kw/1-4
山东省青岛市黄岛区古镇口海洋大剧院充电站,山东省,青岛市,黄岛区,古镇口军民融合示范区石门涧路77号,王祥宇,f2:b0:67:4b:38:0e," 898608331924D0854019",2号桩,168.55.4.33,120kw
山东省青岛市黄岛区古镇口海洋大剧院充电站,山东省,青岛市,黄岛区,古镇口军民融合示范区石门涧路77号,王祥宇,3a:70:04:e3:da:19," 898608331924D0854390",1号桩,168.55.4.43,120kw
畅行友桩-青华超级充电站,江苏省,泰州市,泰兴市,黄桥镇横巷汽车站,殷昊,76:f7:f1:7f:67:3f," 898604F7192392293348",1号桩,168.55.3.167,160kw/1-4
云快充江西银丰站,江西省,九江市,,亮荣服饰,王渊,e6:6d:64:39:e1:7f," 89860440192390023497",1号桩,168.55.3.2,160kw/1-4
万康酒店领充超充站,广西壮族自治区,来宾市,忻城县,大塘镇322国道,蓝汝唯,16:91:11:ce:32:e1," 898608331924D0854939",1号桩,168.55.6.35,160kw/1-4
沭阳华丽世家160KW快充站,江苏省,宿迁市,沭阳县,迎宾大道645正西方向80米（汉宫大厦）,刘召美,3e:2e:39:b6:a0:a4," 89860440192390023482",1号桩,168.55.2.93,160kw/1-4
云居坛丘村村委会快充站,江苏省,苏州市,吴江区,江苏省苏州市吴江区坛丘村村委会,赖钟城,2e:41:33:95:aa:92," 898608331924D0855118",1号桩,168.55.1.3,160kw/1-4
华新EV新能源充电站-公牛,江苏省,连云港市,赣榆区,黄海东路南侧卫健委东侧信榆国际C栋一层,殷昊,c6:2d:60:6c:30:3e," 898608331924D0857529",1号桩,168.55.4.157,160kw/1-4
绍兴市越城区名越家纺辅料厂充电站,浙江省,绍兴市,越城区,怡成精密冲压件厂(孙马公路南),向晓东,e2:04:6d:49:95:25," 898608331924D0854196",0号桩,168.55.3.110,160kw/1-4
河南省开封市蓝能段砦充电站,河南省,开封市,祥符区,段砦村委会,姬铭阳,9e:33:54:a4:9f:ca," 89860440192390022643",1号桩,168.55.1.164,160kw/1-4
陕西瑞林能源科技有限公司淡村充电站,陕西省,渭南市,富平县,陕西省渭南市富平县淡村镇210国道北,杜祥,46:bd:20:6d:ff:55," 898608331924D0855750",1号桩,168.55.3.95,400kw
陕西瑞林能源科技有限公司淡村充电站,陕西省,渭南市,富平县,陕西省渭南市富平县淡村镇210国道北,杜祥,22:aa:96:a7:19:69," 898608331924D0855753",2号桩,168.55.3.1,400kw
